id,plate,origin,destiny,departure,arriving,status,departure gate,take off track,arriving gate,landing track,pilot,copilot, attendants
UA279,N498,Ciudad de Mexico - MEXICO,Dallas - USA,180908_0510_America/Mexico_City,180908_1247_America/New_York,landed,A8,3,A13,1,ME1604,US3393,ME8862;IN5981;GR4152;ME8238;US9498
AC356,XA206,Ciudad de Mexico - MEXICO,Ontario - CANADA,180925_0608_America/Mexico_City,180925_1645_America/Toronto,boarded,E21,2,C11,1,IT4188,CH1774,ME5494;ME9285;ME3031
LH232,N207,Munich - GERMANY,Ciudad de Mexico - MEXICO,180918_2049_Europe/Berlin,180919_0456_America/Mexico_City,waiting,D20,3,E3,3,FR4032,ME8362,JA6416;UK4136;ME6655;GR3572;ME2659;ME5133;JA2862
BA228,EC458,Ciudad de Mexico - MEXICO,Londres - UK,180917_1544_America/Mexico_City,180918_1121_Europe/London,waiting,A6,2,B21,1,US1765,ME8533,CH3782;ME3468;ME5705
VO198,XA313,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,180909_0730_America/Mexico_City,180909_0930_America/Mexico_City,landed,C6,2,C18,1,US5111,ME6821,SW7225;JA7918;US5213;ME2996;ME4706
BA439,N419,Ciudad de Mexico - MEXICO,Londres - UK,180916_2110_America/Mexico_City,180917_1647_Europe/London,in transit,A25,3,D17,2,ME8383,US6684,US3098;ME4685;SW6712;ME5405;US3925
UA152,VH243,Ciudad de Mexico - MEXICO,Dallas - USA,180928_0054_America/Mexico_City,180928_0831_America/New_York,boarded,D12,3,D29,1,SP2560,JA2936,SW5979;ME7567;ME1933;UK4136;US8782
BA172,EC233,Manchester - UK,Ciudad de Mexico - MEXICO,180901_1512_Europe/London,180901_2213_America/Mexico_City,landing,D24,3,D26,3,UK6158,US2713,ME3628;US9128;UK4136;IN7458;ME7416
AC120,G360,Ciudad de Mexico - MEXICO,Ontario - CANADA,180902_1557_America/Mexico_City,180903_0234_America/Toronto,waiting,E25,3,A18,2,JA8918,ME7075,ME1244;SP2261;ME6222;Me9521;CH2791;US1156
DL200,XA480,Ciudad de Mexico - MEXICO,San Francisco - USA,180903_1856_America/Mexico_City,180904_0233_America/New_York,waiting,C13,2,E29,2,SP7562,FR2355,IT4625;ME8184;ME5413;US7032;ME6369;US1915;US5653
VO414,XA225,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180908_0859_America/Mexico_City,180908_1059_America/Mexico_City,landed,C29,2,A20,1,ME5028,US3480,ME4685;ME2273;JA2862;UK1615;JA9395;US2714;ME7744
VO367,XA396,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180917_1118_America/Mexico_City,180917_1318_America/Mexico_City,boarding,C16,3,D22,1,SW6306,ME8522,ME6803;US9513;ME3891;ME9873;US7716
AF152,XA486,Ciudad de Mexico - MEXICO,Paris - FRANCE,180903_2010_America/Mexico_City,180904_1747_Europe/Paris,landing,A14,3,D11,1,FR4713,ME1559,ME8469;CH7834;IT4057;ME1244
DL489,JA120,Ciudad de Mexico - MEXICO,Los Angeles - USA,180916_1716_America/Mexico_City,180917_0053_America/New_York,waiting,B20,2,A2,3,UK4470,SW1478,ME8544;US6727;US6333;US3241;US1214;JA6516
VO418,XA345,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180914_2305_America/Mexico_City,180915_0105_America/Mexico_City,landed,C2,2,A9,3,ME9773,ME1683,ME6595;ME3186;ME6359;ME5413
AC222,N436,Ciudad de Mexico - MEXICO,Ontario - CANADA,180918_2056_America/Mexico_City,180919_0733_America/Toronto,landing,B11,2,D2,1,US9041,ME7151,ME5293;CH8092;CH1431;ME5605;ME9800;US8274
LX456,XA270,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,180915_0750_Europe/Zurich,180915_1616_America/Mexico_City,landed,E18,2,A27,3,FR3387,UK9223,IT2263;FR7937;Me3262;IR2315;SW7225;UK4405;ME7108
AE292,EC337,Los Cabos - MEXICO,Ciudad de Mexico - MEXICO,180910_0648_America/Mexico_City,180910_0848_America/Mexico_City,boarded,E26,2,C24,2,FR4032,JA7703,US7651;ME7541;SW9237;IN5981;ME8824
DL491,VH431,Los Angeles - USA,Ciudad de Mexico - MEXICO,180908_0804_America/New_York,180908_1300_America/Mexico_City,waiting,D19,3,B9,3,JA1867,ME6406,ME5071;ME6359;ME1582;IT9637;US3040
AI290,XA111,Calcuta - INDIA,Ciudad de Mexico - MEXICO,180916_1258_Asia/Kolkata,180916_1805_America/Mexico_City,in transit,C20,2,C11,1,ME5620,US4658,GR8941;IR3929;ME2824;US3171;US2245
AF260,XA118,Ciudad de Mexico - MEXICO,Paris - FRANCE,180928_0746_America/Mexico_City,180929_0523_Europe/Paris,landing,D12,1,D2,1,ME4013,US8981,US1530;CH5299;ME3628;US4229;CH4164
VI426,HB201,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180925_0648_America/Mexico_City,180925_0848_America/Mexico_City,boarded,D16,2,B29,2,IT3011,CH6131,US5030;CH8092;ME5290;ME7108;ME1148
IN263,EC235,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180915_0650_America/Mexico_City,180915_0850_America/Mexico_City,waiting,A5,3,B1,1,SW5211,US8931,ME7800;US8812;ME9463
VI436,JA120,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180927_1732_America/Mexico_City,180927_1932_America/Mexico_City,waiting,B16,3,C14,3,ME4423,ME8533,ME8461;ME5413;JA9807;ME1664;ME8192;JA9395;ME4074
LX194,CF-453,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,180923_1854_America/Mexico_City,180924_1731_Europe/Zurich,boarding,E17,1,E16,2,ME7006,JA6744,ME9511;SW9237;ME9873;FR9404
IN267,G290,Ciudad de Mexico - MEXICO,Vallarta - MEXICO,180911_1441_America/Mexico_City,180911_1641_America/Mexico_City,boarded,C1,2,E5,3,ME5287,US2683,US3285;SW2005;ME6038
IN163,N461,Ciudad de Mexico - MEXICO,Vallarta - MEXICO,180927_0033_America/Mexico_City,180927_0233_America/Mexico_City,landing,B19,1,B19,3,SW6890,ME6238,JA2862;US6497;JA4077;UK1423
LX306,XA453,Ginebra - SWITZERLAND,Ciudad de Mexico - MEXICO,180925_0511_Europe/Zurich,180925_1337_America/Mexico_City,waiting,A4,1,B13,1,ME5888,US4658,ME9656;ME5293;ME2348;US8738;SW5979
AZ338,N498,Ciudad de Mexico - MEXICO,Roma - ITALY,180928_0422_America/Mexico_City,180929_0159_Europe/Rome,in transit,A5,2,B29,1,US3636,US5496,JA7918;JA9395;GR2431
IB453,XA471,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180925_1346_America/Mexico_City,180926_1023_Europe/Madrid,in transit,E15,2,C21,3,JA3828,US2116,Me3262;ME3926;ME4615;UK2791
VO469,HB362,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,180922_0244_America/Mexico_City,180922_0444_America/Mexico_City,waiting,E16,2,E27,1,US9614,CH1460,UK2281;ME5290;ME8500;US9912
VO344,XA421,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180927_0418_America/Mexico_City,180927_0618_America/Mexico_City,landed,D19,1,E2,3,IT9414,ME3172,ME8192;ME5405;ME9430;SW6593;SW1036;FR9404;UK3139
IN421,N179,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180913_2039_America/Mexico_City,180913_2239_America/Mexico_City,boarded,A17,1,A29,3,ME4956,ME3054,US3923;US7032;IT9890;UK7830;JA3006;ME9729
DL266,D356,Ciudad de Mexico - MEXICO,Los Angeles - USA,180925_1448_America/Mexico_City,180925_2225_America/New_York,waiting,C24,3,B21,1,ME9010,US1099,US3040;US7899;ME4054;UK3139;JA1247;JA4696
AA299,N412,Nueva York - USA,Ciudad de Mexico - MEXICO,180909_1600_America/New_York,180909_2056_America/Mexico_City,in transit,B9,2,A17,2,ME2413,US3167,US9082;GR3117;Me2713;US8265;ME2484;SW2005;US4513
OS196,CF-418,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,180902_1152_Australia/Sydney,180902_2047_America/Mexico_City,in transit,A29,3,C15,1,UK8514,US8707,ME8544;UK1615;ME5406;UK5344;CH8793;US1399;UK1423
AF464,N206,Paris - FRANCE,Ciudad de Mexico - MEXICO,180910_2054_Europe/Paris,180911_0445_America/Mexico_City,landing,C27,3,A23,2,ME3666,IT8955,ME9779;US5566;ME3785
UA357,CF-362,Ciudad de Mexico - MEXICO,Dallas - USA,180912_2024_America/Mexico_City,180913_0401_America/New_York,landing,C20,3,D27,2,GR8397,ME1188,CH8612;IT2179;ME9173;ME7313;ME4615
AI241,HB201,Calcuta - INDIA,Ciudad de Mexico - MEXICO,180917_1249_Asia/Kolkata,180917_1756_America/Mexico_City,waiting,B19,3,E18,2,ME9304,ME6238,CH4282;ME7541;ME5539;ME8176;CO3491;ME3045
LH122,XA149,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180907_2208_Europe/Berlin,180908_0615_America/Mexico_City,landed,C20,1,C12,1,FR2355,ME7287,US1399;ME4821;CR2520;JA9395;ME6421
IB458,N248,Ciudad de Mexico - MEXICO,Barcelona - SPAIN,180910_1131_America/Mexico_City,180911_0808_Europe/Madrid,boarding,C18,2,C21,3,CH1309,SP2183,ME8159;ME2693;GR6531;US3040;Me9521
VO167,XA304,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,180923_0415_America/Mexico_City,180923_0615_America/Mexico_City,boarding,C16,2,E7,3,US8270,US5134,ME1438;GR3117;ME2776
LH166,XA140,Berlin - GERMANY,Ciudad de Mexico - MEXICO,180910_0841_Europe/Berlin,180910_1648_America/Mexico_City,boarding,D24,3,A8,3,GR8397,IT6393,IT7682;ME1504;ME3698;IR9058;ME7334
VO487,CF-375,La Paz - MEXICO,Ciudad de Mexico - MEXICO,180905_2332_America/Mexico_City,180906_0132_America/Mexico_City,waiting,B10,3,E4,2,IT1815,US8707,ME9800;US8368;US4212;US9259;ME2908;ME1321;ME7744
AC335,XA283,Toronto - CANADA,Ciudad de Mexico - MEXICO,180916_0958_America/Toronto,180916_1816_America/Mexico_City,landing,A5,3,D18,2,GR4856,SP9501,CH4642;US4513;ME2484;JA5178
AM360,XA485,Ciudad de Mexico - MEXICO,Cancun - MEXICO,180909_0742_America/Mexico_City,180909_0942_America/Mexico_City,boarding,E24,1,C26,3,IT8955,CH3477,ME5818;IN5981;ME7313;US5712
AM371,XA345,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180919_1707_America/Mexico_City,180919_1907_America/Mexico_City,boarded,D1,1,C11,1,CH6821,US6014,IT2263;SP6470;IT5622;US2103;ME7744;ME5245;ME2996
AC377,N139,Ciudad de Mexico - MEXICO,Ontario - CANADA,180903_1343_America/Mexico_City,180904_0020_America/Toronto,in transit,B1,2,C11,3,JA9633,IT5846,US8782;ME7638;ME4873
AM357,D154,Cancun - MEXICO,Ciudad de Mexico - MEXICO,180924_2021_America/Mexico_City,180924_2221_America/Mexico_City,landed,A8,3,E20,2,US2683,US5311,SW5354;JA7874;GR4037;ME3954;ME8461;ME8824;UK1420
DL353,XA363,Los Angeles - USA,Ciudad de Mexico - MEXICO,180925_1341_America/New_York,180925_1837_America/Mexico_City,boarded,B16,3,C29,1,ME6911,SW6673,JA3824;IR6209;CH2791;US8365
UA190,CF-215,Dallas - USA,Ciudad de Mexico - MEXICO,180906_0418_America/New_York,180906_0914_America/Mexico_City,waiting,D15,2,E2,3,ME1188,JA7703,IT5622;ME5613;GR2431;ME8238;UK7830;US6694
NH219,JA381,Tokio - JAPAN,Ciudad de Mexico - MEXICO,180909_2218_Asia/Tokyo,180910_0359_America/Mexico_City,boarded,E26,2,B1,3,ME3588,US1112,JA9697;FR1606;IR9058;US6497;US7202
AI452,D191,Ciudad de Mexico - MEXICO,Calcuta - INDIA,180924_0059_America/Mexico_City,180925_0506_Asia/Kolkata,boarded,C19,1,E22,2,IT5846,ME8501,US5030;SP4359;US2551;SW3729
NH319,D382,Tokio - JAPAN,Ciudad de Mexico - MEXICO,180911_1908_Asia/Tokyo,180912_0049_America/Mexico_City,in transit,A4,1,B16,3,JA6791,ME1503,ME4683;SW2005;FR3671;GR6531;US8865;SW3711
LX353,D219,Ginebra - SWITZERLAND,Ciudad de Mexico - MEXICO,180918_0824_Europe/Zurich,180918_1650_America/Mexico_City,waiting,E27,3,A18,2,ME3666,ME2652,IN1368;JA7874;US8738;FR3671;JA3006;US8274;US1250
VI233,XA383,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,180923_1745_America/Mexico_City,180923_1945_America/Mexico_City,waiting,D1,1,A17,2,ME6123,FR3507,US9082;US2618;ME6833;JA9807;ME9914;US2714
VI198,XA200,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,181006_1125_America/Mexico_City,181006_1325_America/Mexico_City,waiting,C3,1,E17,2,ME2503,ME8533,ME1045;CH2320;ME9656;CH4282;UK5825;IT7682;ME3492
LH321,D304,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,181012_1943_America/Mexico_City,181013_1820_Europe/Berlin,waiting,A4,2,D16,1,ME8983,ME9940,ME8192;FR7918;ME3468;FR3671;ME1148;US2945;ME5293
AI373,HB327,Ciudad de Mexico - MEXICO,Calcuta - INDIA,181007_0806_America/Mexico_City,181008_1213_Asia/Kolkata,boarded,E24,2,C17,3,ME3172,ME2435,ME3186;ME5245;ME1119;SW2005;ME3637;ME9204
VO145,F227,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,181005_2229_America/Mexico_City,181006_0029_America/Mexico_City,landing,C12,3,D2,2,ME6255,CH3284,ME4873;IT1708;CH3782
AC414,XA357,Ontario - CANADA,Ciudad de Mexico - MEXICO,181011_1119_America/Toronto,181011_1937_America/Mexico_City,landing,B13,1,C3,1,ME9011,ME6920,US7224;US3040;ME6815;US8265;US3130;ME8500
VO326,XA451,La Paz - MEXICO,Ciudad de Mexico - MEXICO,181024_0920_America/Mexico_City,181024_1120_America/Mexico_City,landing,C28,2,C14,1,UK6158,IT1425,ME5792;JA5508;CH8092;US4611
BA473,HB234,Manchester - UK,Ciudad de Mexico - MEXICO,181008_0053_Europe/London,181008_0754_America/Mexico_City,boarded,B1,2,A18,2,ME9033,ME1292,IR5966;SP4490;CH8092;CO3491;Me3262
AZ265,I478,Ciudad de Mexico - MEXICO,Roma - ITALY,181011_1930_America/Mexico_City,181012_1707_Europe/Rome,boarded,E2,2,C20,1,ME8549,US4629,ME5425;ME3637;ME8862;UK1278;GR8686;US9844;US6238
IN335,CF-206,Ciudad de Mexico - MEXICO,Tijuana - MEXICO,181012_0741_America/Mexico_City,181012_0941_America/Mexico_City,landed,A25,3,D22,1,US7787,ME3512,ME8629;SP6103;UK1392;US1108
VO456,XA470,Ciudad de Mexico - MEXICO,Guadalajara - MEXICO,181005_1655_America/Mexico_City,181005_1855_America/Mexico_City,waiting,D19,1,D7,1,ME6866,JA6791,JA8826;IR9361;ME4873;SW3729;ME4074
AC127,XA471,Ciudad de Mexico - MEXICO,Toronto - CANADA,181006_1617_America/Mexico_City,181007_0254_America/Toronto,boarding,E9,3,A29,2,IR8601,ME3330,FR3671;US8597;UK7830;ME6803;ME8385
BA344,JA120,Londres - UK,Ciudad de Mexico - MEXICO,181018_2233_Europe/London,181019_0534_America/Mexico_City,landed,C2,1,A26,3,UK3049,UK7935,GR2504;US2928;US6897;US3071;US8035
VO391,G363,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,181028_0206_America/Mexico_City,181028_0406_America/Mexico_City,in transit,B8,3,E13,3,US4705,ME8676,US1250;ME5792;ME2285;SW3630;ME3003
AC258,F214,Ontario - CANADA,Ciudad de Mexico - MEXICO,181016_0733_America/Toronto,181016_1551_America/Mexico_City,boarding,A4,1,A7,1,GR5402,ME9062,ME3468;US7370;JA6281;ME6815;ME3202;ME1062;ME6421
LH290,CF-122,Ciudad de Mexico - MEXICO,Berlin - GERMANY,181022_0017_America/Mexico_City,181022_2254_Europe/Berlin,landing,B3,1,D18,2,ME4945,GR8332,IT2263;FR7918;ME9524;ME7633;ME7587;Me9521;US8141
MA462,XA442,Cancun - MEXICO,Ciudad de Mexico - MEXICO,181019_1415_America/Mexico_City,181019_1615_America/Mexico_City,in transit,B8,1,C19,2,US2628,GR5402,US2773;UK5825;ME9204
BA304,D244,Ciudad de Mexico - MEXICO,Londres - UK,181004_1414_America/Mexico_City,181005_0951_Europe/London,in transit,B24,2,E16,2,ME9310,ME7226,ME8862;US1782;ME8176;ME2824;FR3671;GR2504;ME4054
OS219,N143,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,181019_0433_Australia/Sydney,181019_1328_America/Mexico_City,waiting,D2,3,D15,1,ME5799,ME6640,US5653;ME6421;ME5499;CR5549;GR3572;ME2295
MA179,I354,Ciudad de Mexico - MEXICO,Cancun - MEXICO,181021_0813_America/Mexico_City,181021_1013_America/Mexico_City,boarded,E27,1,B16,1,UK7109,US4650,US5462;JA8788;ME2996;US5941
DL202,XA269,Ciudad de Mexico - MEXICO,San Francisco - USA,181005_1309_America/Mexico_City,181005_2046_America/New_York,waiting,B24,3,E25,2,ME4063,SW9892,UK4405;SP2315;ME4821;US1782;US2245
AI125,D204,Calcuta - INDIA,Ciudad de Mexico - MEXICO,181002_0701_Asia/Kolkata,181002_1208_America/Mexico_City,landing,B16,3,C11,2,ME6920,SP2560,IR1006;ME8238;IT7682;ME7587;US5213;IR6209
MA459,XA156,Ciudad de Mexico - MEXICO,Cancun - MEXICO,181006_1050_America/Mexico_City,181006_1250_America/Mexico_City,landing,B14,3,C19,2,GR3402,SP9476,US2773;US8178;ME2830;IT5622;US2618;ME5245
AC128,XA235,Ontario - CANADA,Ciudad de Mexico - MEXICO,181028_1833_America/Toronto,181029_0151_America/Mexico_City,landed,B24,1,E28,3,ME9469,GR7742,ME3785;ME2681;US7032;IT6799;ME7416;ME6704
OS145,XA140,Ciudad de Mexico - MEXICO,Sidney - AUSTRALIA,181019_0211_America/Mexico_City,181020_1948_Australia/Sydney,waiting,C16,2,B29,2,ME9776,ME3666,UK4405;US4229;ME8619;SW5563;SW3711;US6788
IN368,G438,Ciudad de Mexico - MEXICO,Tijuana - MEXICO,181028_0000_America/Mexico_City,181028_0200_America/Mexico_City,boarded,B13,2,E18,2,JA6744,JA1867,ME8194;ME9729;ME7334
VI435,CF-122,Cancun - MEXICO,Ciudad de Mexico - MEXICO,181025_1620_America/Mexico_City,181025_1820_America/Mexico_City,landed,B20,2,B8,1,ME5172,IR8720,ME8194;US6309;ME7580;ME5071;US8865;SW3630;ME4487
LX370,F405,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,181017_1039_America/Mexico_City,181018_0916_Europe/Zurich,boarded,A3,1,E29,2,IT2383,US8707,SW6593;ME2681;US1530;IR1784;ME8194;ME8581;SP2678
OS361,XA102,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,181016_1912_Australia/Sydney,181017_0407_America/Mexico_City,landing,B16,3,B25,2,GR7671,ME5217,ME5600;US2523;ME5824;ME3514;US5712;US9513
UA194,HB362,Dallas - USA,Ciudad de Mexico - MEXICO,181024_1220_America/New_York,181024_1716_America/Mexico_City,in transit,C10,3,D15,3,US9041,GR1339,ME3854;ME1055;ME1933;ME7012;ME7638
VO114,F195,La Paz - MEXICO,Ciudad de Mexico - MEXICO,181025_1627_America/Mexico_City,181025_1827_America/Mexico_City,landed,C7,3,A12,2,US8827,JA1867,JA6281;CR5549;ME2662;SW5354
MA163,XA481,Cancun - MEXICO,Ciudad de Mexico - MEXICO,181025_1047_America/Mexico_City,181025_1247_America/Mexico_City,landed,E27,1,D23,3,JA3828,SP7562,US7670;ME3514;US1399;ME8192;JA9807;ME9204
MA482,JA201,Ciudad de Mexico - MEXICO,Cancun - MEXICO,181022_1304_America/Mexico_City,181022_1504_America/Mexico_City,in transit,D15,1,E7,1,SW5931,ME9944,ME4993;GR4560;ME9204;SW5354;ME6704;US4894
LX145,XA416,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,181020_0928_Europe/Zurich,181020_1754_America/Mexico_City,landing,A25,3,C27,2,US4705,SW7077,ME5774;US8597;US8865;SP2678;UK1392
AE195,XA136,Los Cabos - MEXICO,Ciudad de Mexico - MEXICO,181006_0101_America/Mexico_City,181006_0301_America/Mexico_City,in transit,D8,2,D5,2,UK6048,UK3049,JA6516;US1500;JA4696;US9513;Me6986;ME8619
VO265,N498,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,181026_2135_America/Mexico_City,181026_2335_America/Mexico_City,boarded,C28,3,B27,3,UK5409,UK1994,ME5348;FR6943;GR8036;US2928;UK1615;IR9361;SW6712
IN461,XA249,Vallarta - MEXICO,Ciudad de Mexico - MEXICO,181013_0310_America/Mexico_City,181013_0510_America/Mexico_City,landed,D8,1,D11,2,ME2034,Me7186,ME2824;ME7108;US4894;SW5158;US3285
AE291,N105,Los Cabos - MEXICO,Ciudad de Mexico - MEXICO,181015_2317_America/Mexico_City,181016_0117_America/Mexico_City,boarded,A3,3,D22,2,ME9062,FR9348,CH2636;CO3491;US2945;ME1045;ME9510
VI264,XA312,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,181003_0713_America/Mexico_City,181003_0913_America/Mexico_City,boarding,E4,2,B23,3,GR3724,CH8254,ME1321;ME2818;IR1006
DL384,XA330,Ciudad de Mexico - MEXICO,Los Angeles - USA,181024_0613_America/Mexico_City,181024_1350_America/New_York,landed,A18,3,B15,3,ME7151,CR8996,US5915;US2245;ME6320
LH228,D182,Ciudad de Mexico - MEXICO,Munich - GERMANY,181008_0352_America/Mexico_City,181009_0229_Europe/Berlin,boarding,B26,1,B9,3,ME9525,ME6507,ME7580;ME4615;JA3944;ME5705;ME5605
LH211,EC233,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,181014_0928_America/Mexico_City,181015_0805_Europe/Berlin,in transit,E27,1,B5,2,ME9944,ME4545,ME2659;ME5494;ME5774
BA218,D439,Manchester - UK,Ciudad de Mexico - MEXICO,181003_1840_Europe/London,181004_0141_America/Mexico_City,boarded,B23,2,E3,2,IT1815,ME2913,ME5133;ME2485;IR9750;ME5613;GR4560
IN487,D477,Monterrey - MEXICO,Ciudad de Mexico - MEXICO,181010_2219_America/Mexico_City,181011_0019_America/Mexico_City,in transit,C9,3,E20,1,US1980,ME6640,ME6369;SP8968;IN8413
IB231,XA438,Ciudad de Mexico - MEXICO,Madrid - SPAIN,181010_1106_America/Mexico_City,181011_0743_Europe/Madrid,waiting,D10,2,E6,1,ME5585,ME9807,JA6516;CH8612;US8597;FR5373;ME8159;JA3006;ME9163
IB396,CF-250,Barcelona - SPAIN,Ciudad de Mexico - MEXICO,181015_0249_Europe/Madrid,181015_1004_America/Mexico_City,landed,D13,3,D15,3,SW5211,US1052,JA3944;ME2232;SW6712;US6694;GR8941
BA494,CF-345,Ciudad de Mexico - MEXICO,Manchester - UK,181026_0723_America/Mexico_City,181027_0300_Europe/London,boarded,D8,2,A7,3,JA9538,CH8254,ME4074;ME8139;CH4642;US7001;US8365;ME7800;UK2147
IN116,VT344,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,181006_0612_America/Mexico_City,181006_0812_America/Mexico_City,boarded,A28,3,B29,3,CH8254,ME2224,UK5639;ME2295;ME5613;US1477
VI440,HB327,Ciudad de Mexico - MEXICO,Cancun - MEXICO,181007_1121_America/Mexico_City,181007_1321_America/Mexico_City,boarding,E20,1,A29,2,ME6091,ME1458,IT8473;UK4136;SW3572;ME7915;ME8461;GR8686;US1214
OS147,CF-178,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,181003_2346_Australia/Sydney,181004_0841_America/Mexico_City,boarded,E29,1,E4,3,ME7202,SP9501,FR9404;US4359;ME3391;ME9656;JA6281;ME8469;ME1800
IN327,XA186,Tijuana - MEXICO,Ciudad de Mexico - MEXICO,181011_0212_America/Mexico_City,181011_0412_America/Mexico_City,boarded,D15,3,A17,2,ME7889,US4658,ME3874;ME1967;IT6799
UA288,CF-129,Washington - USA,Ciudad de Mexico - MEXICO,181002_0211_America/New_York,181002_0707_America/Mexico_City,boarded,A18,3,A10,3,UK9702,ME4063,ME5792;JA6985;ME3061;ME8619
VO134,XA263,Guadalajara - MEXICO,Ciudad de Mexico - MEXICO,181014_0000_America/Mexico_City,181014_0200_America/Mexico_City,in transit,D12,3,D18,1,US1497,JA6660,IT4625;CH8092;US6727;US9226;US4611;ME2217;ME3351
BA279,G184,Ciudad de Mexico - MEXICO,Manchester - UK,181010_0700_America/Mexico_City,181011_0237_Europe/London,boarded,A26,1,A21,2,US1795,US4658,SW1036;ME3891;ME9729;US7899
AC158,JA255,Ciudad de Mexico - MEXICO,Quebec - CANADA,181014_2243_America/Mexico_City,181015_0920_America/Toronto,in transit,B14,3,A16,2,ME7509,US9041,UK1423;CH4282;ME6038;Me6986;US9226;FR9643;SP2261
LX373,N341,Ciudad de Mexico - MEXICO,Ginebra - SWITZERLAND,181008_1340_America/Mexico_City,181009_1217_Europe/Zurich,landing,D6,2,C20,2,ME5780,US9848,ME5406;IR9361;ME5613;ME4102;JA9807;JA6416;ME1582
IB447,EC100,Ciudad de Mexico - MEXICO,Madrid - SPAIN,181015_1626_America/Mexico_City,181016_1303_Europe/Madrid,in transit,A20,1,E6,1,UK9775,US5020,ME7638;US7716;ME1447
DL203,N137,Ciudad de Mexico - MEXICO,Los Angeles - USA,181017_1800_America/Mexico_City,181018_0137_America/New_York,in transit,E7,1,B11,2,ME4885,IN6666,ME6421;ME9173;IT4625;ME2217;ME6704
LH230,XA426,Ciudad de Mexico - MEXICO,Berlin - GERMANY,181008_2213_America/Mexico_City,181009_2050_Europe/Berlin,in transit,E11,2,A12,2,GR1339,US9102,IR3929;ME8176;UK1420;JA2862;IR2315
IN401,XA346,Ciudad de Mexico - MEXICO,Monterrey - MEXICO,181014_0636_America/Mexico_City,181014_0836_America/Mexico_City,landing,D28,2,C3,2,ME5172,US9239,IR6209;US2670;FR7918;IN1368
LH448,N226,Ciudad de Mexico - MEXICO,Hamburgo - GERMANY,181018_0607_America/Mexico_City,181019_0444_Europe/Berlin,boarding,D10,3,B23,3,US9699,CH8605,US3923;CH4736;ME6833;ME7567;SW3711
LX454,CF-345,Zurich - SWITZERLAND,Ciudad de Mexico - MEXICO,181027_0633_Europe/Zurich,181027_1459_America/Mexico_City,waiting,B6,3,C3,1,US7728,ME4013,ME6222;US8865;ME1045
LH217,XA167,Munich - GERMANY,Ciudad de Mexico - MEXICO,181003_2303_Europe/Berlin,181004_0710_America/Mexico_City,in transit,E17,3,C16,3,ME9833,US9199,CH2791;US8812;CH5299;ME5792
LX393,F252,Ciudad de Mexico - MEXICO,Zurich - SWITZERLAND,181018_0252_America/Mexico_City,181019_0129_Europe/Zurich,landing,E14,1,D8,2,JA4126,US8707,ME2996;JA3944;IN3272;SW7225;US2928
OS394,XA297,Sidney - AUSTRALIA,Ciudad de Mexico - MEXICO,181002_1255_Australia/Sydney,181002_2150_America/Mexico_City,landing,D16,1,A6,2,US3564,ME6507,IT4057;US2944;GR8036;SW5354;US1250;US1477;JA8826
IN145,EC458,Ciudad de Mexico - MEXICO,Cancun - MEXICO,181019_1721_America/Mexico_City,181019_1921_America/Mexico_City,boarded,E20,1,B13,1,ME7509,UK9976,UK4136;ME5974;ME5605;ME3891;ME4035;IR5966
AF205,XA235,Ciudad de Mexico - MEXICO,Paris - FRANCE,181014_1255_America/Mexico_City,181015_1032_Europe/Paris,waiting,D1,2,A1,2,ME9527,CH1879,FR1889;US2714;ME7313;JA3160;ME4035;CH4282;GR8941
UA436,XA145,Dallas - USA,Ciudad de Mexico - MEXICO,181012_0242_America/New_York,181012_0738_America/Mexico_City,landing,E25,1,D17,1,ME8087,ME5837,ME3492;US9513;ME8423;JA4141;ME2484
